"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125"
-1.128,0.7,-3.731,0.217,0.3,0.55,-0.406,-2.855,-1.704,-2.374,0.933,-0.806,-1.274,0,0.379,3.43,-2.629,3.593,-0.391,0.396,0.625,-0.56,-0.723,-0.175,1.848,3.414,-1.623,-3.955,1,1.503,0.123,-2.668,-1.884,0.207,1.508,-0.31,-2.374,-1.096,1.564,1.217,1.023,0.332,0.916,5.764,2.1,3.179,1.157,-0.405,0,0.154,1.515,0.315,0.301,-2.048,-0.435,4.527,1.243,-1.092,-3.135,-0.771,-0.971,-1.884,0.504,1.742,-1.017,-3.09,0.317,1.906,0.587,-2.411,-0.066,-1.778,2.4,-1.779,1.614,0,2.616,-1.445,0.528,"C",0.484,-1.673,1,-1.624,-0.632,1,5.125,1.386,-0.732,0,2.805,0.264,0.649,"B",-3.281,0,-3.019,1.947,-3.058,-0.413,0,-4.519,1.931,-2.524,-2.629,-0.46,2.487,-2.896,0.632,-0.525,1.23,-3.346,1.808,2.04,2.698,2.838,-2.467,0,2.54,"A",-2.633,2.579,2.442,-3.118,0.699,0
15.523,0.5,1.632,-0.441,0.7,0.544,-1.936,2.288,1.568,1.106,2.395,-1.809,-2.07,1,0.214,-0.477,0.35,-0.806,1.601,0.073,-1.593,0.735,-0.48,0.449,-7.23,2.043,1.375,2.66,0,1.635,-2.646,-0.455,-2.169,-3.563,0.91,-1.44,-0.454,1.249,-2.372,-2.061,-0.15,0.681,0.469,1.325,6.8,-1.04,-2.574,0.442,1,2.106,-0.176,0.127,-2.004,-3.769,0.26,-3.074,0.016,-1.122,0.476,-3.372,-0.768,-1.522,2.007,-2.253,4.294,0.18,1.739,-3.606,0.525,-2.525,0.446,0.885,0.143,-0.146,-1.196,0,-1.222,1.678,0.368,"C",1.814,-1.065,1,1.763,-0.697,1,2.145,-0.177,-0.885,0,-0.372,3.877,-2.684,"B",1.253,0,-3.012,-0.644,1.506,0.868,0,-2.689,0.677,2.586,-0.414,-4.161,1.206,-0.003,1.155,-0.181,1.138,-1.444,-2.248,1.214,-0.397,2.158,1.848,0,-0.252,"B",0.428,-2.308,-0.521,0.403,-0.379,1
-6.806,-3.2,3.427,0.406,-0.3,0.419,1.316,3.041,0.017,-2.259,-1.894,-0.376,2.779,1,0.243,2.04,-0.008,-1.651,0.429,0.303,2.025,-2.107,-0.117,-3.965,-2.579,1.182,2.769,0.653,0,-1.494,-2.018,0.365,-3.025,3.022,1.332,3.316,-0.826,0.302,1.356,-0.526,2.284,-1.583,-1.044,-1.106,0.3,4.886,0.499,3.011,1,-1.764,3.214,-3.008,-1.905,-0.837,1.872,0.033,-0.428,-2.58,4.405,1.432,-0.661,0.926,0.062,-0.372,2.145,-0.43,3.523,1.283,0.952,-1.876,0.61,-0.427,-0.537,0.923,-0.647,0,1.494,3.181,0.472,"C",-1.549,3.304,1,0.811,1.815,0,1.971,1.822,-2.013,0,-1.328,2.104,0.796,"B",-2.673,0,1.372,-2.352,1.505,-0.107,1,-0.418,-0.826,-3.468,2.405,1.239,-0.598,2.479,1.382,0.66,1.253,0.588,1.336,-1.065,-0.631,0.253,-1.917,0,2.32,"A",-0.161,0.268,0.543,2.08,-2.916,0
27.517,-0.8,1.221,0.858,4.6,0.496,-4.368,-1.222,2.623,0.044,-0.387,0.479,2.495,1,0.158,1.14,0.767,-2.221,-2.613,0.587,-1.027,4.533,-0.294,0.263,-2.741,-0.927,0.018,1.724,1,-0.465,0.142,-3.194,0.406,-2.352,1.501,-3.122,-4.093,-4.803,2.376,2.62,-0.764,0.641,-2.176,-3.341,0.3,-1.682,-0.765,-0.214,1,0.314,-0.157,-1.032,1.557,-0.255,2.304,3.291,-1.181,-1.399,2.131,2.579,0.599,-1.068,2.107,-0.607,0.129,-0.46,-1.433,-1.12,0.053,3.034,1.894,-1.589,0.76,2.251,2.713,0,0.437,1.568,0.604,"B",2.354,-1.665,0,-1.722,-1.929,0,-3.344,-0.227,-0.599,0,-0.883,-1.258,2.38,"B",-0.078,0,0.245,-2.227,-2.725,2.344,0,-0.591,0.528,-2.915,0.717,2.783,-1.19,0.655,-1.501,-0.606,1.114,-0.784,-2.799,-0.201,-1.025,-2.315,3.421,0,-2.361,"C",-0.597,-1.285,0.964,0.144,1.306,0
6.026,1.4,1.137,1.037,-0.7,0.425,-0.915,-1.996,1.891,-0.516,-4.224,0.597,-3.189,1,0.276,-0.798,0.919,2.3,0.07,0.109,-1.978,-2.473,1.856,-3.577,-0.913,3.595,-2.299,0.991,0,1.31,-0.5,1.715,-0.479,1.659,-0.991,3.683,-1.364,-1.419,1.221,-0.839,-3.82,-0.096,2.409,0.389,-1.6,1.784,-3.658,0.793,0,4.048,-0.342,-0.112,1.542,0.602,0.692,-0.025,0.691,-2.929,0.968,-1.302,1.033,1.391,-1.603,-1.748,-3.95,-0.45,-0.861,4.023,0.647,-2.071,-0.791,2.634,0.677,-1.302,-2.02,0,1.182,2.405,0.563,"C",-3.785,-0.829,1,0.753,0.835,1,-0.726,0.08,0.94,0,-0.469,-1.133,-1.89,"B",2.224,0,-0.431,-3.35,2.084,1.231,1,-0.972,-0.272,1.594,0.452,1.324,0.409,-0.37,1.285,-0.764,-0.035,-1.735,0.008,-0.893,-1.177,0.63,-1.407,0,-0.146,"B",0.859,1.62,-0.141,-0.031,-0.251,1
4.315,-3,2.063,-1.675,1,0.453,-1.362,1.202,2.404,2.83,-2.9,0.754,-0.728,1,0.117,-1.227,5.131,2.63,-0.923,0.41,0.772,-0.693,0.599,2.19,0.304,0.177,0.672,-0.568,0,7.299,2.592,-2.294,-3.491,1.953,2.815,-1.707,-0.758,-0.338,-2.149,0.848,1.212,-0.896,1.725,-1.602,1.1,-0.795,0.806,0.647,0,-0.022,3.751,0.091,-3.069,2.268,2.974,-1.695,2.358,-0.744,-0.057,0.461,-2.706,-1.097,-0.883,1.709,-3.597,-2.13,2.439,-0.036,0.674,-1.609,2.491,0.617,-0.006,-1.731,1.292,0,-2.609,0.885,0.432,"C",0.547,-0.87,0,-0.837,4.525,0,-4.909,-3.266,0.28,0,1.589,2.596,-4.311,"B",-3.68,0,0.325,1.468,1.294,-1.912,0,-0.361,-0.415,3.193,0.011,-1.472,3.09,-0.84,-1.054,-1.143,3.582,1.211,2.991,2.197,-0.499,0.461,-4.269,0,1.193,"D",-0.711,-3.253,0.607,0.679,-1.42,0
4.012,-3.2,-0.187,-0.936,-1.4,0.445,-2.354,1.786,0.584,-1.96,-0.279,1.172,-3.144,0,0.364,-0.134,-1.178,-0.946,2.138,0.412,-4.079,-0.163,-2.309,-1.732,-2.285,-1.253,0.83,-0.419,1,-1.782,1.461,2.19,0.58,3.454,1.354,2.568,-1.005,-3.086,-1.228,-0.083,2.358,3.43,0.162,2.813,-1.3,4.125,-0.786,0.743,1,0.687,-1.593,0.207,-0.994,1.055,-0.253,1.509,-3.922,0.266,1.724,4.466,0.136,0.185,3.7,-2.092,1.606,-3.88,-1.078,1.308,0.65,0.718,0.994,-1.974,0.107,-4.636,-2.427,0,4.847,-0.773,0.456,"C",3.717,4.572,1,0.225,-1.283,0,0.435,0.464,1.003,1,2.999,-3.067,-1.147,"B",-2.451,1,-2.089,-1.022,2.883,5.751,0,-0.443,1.41,-1.869,-0.2,0.422,-3.742,-2.898,-4.262,4.056,-2.662,0.066,-1.224,0.698,2.325,-4.566,-1.995,0,-1.607,"C",3.15,-5.288,2.966,-1.498,-0.991,1
23.995,2.1,-0.779,-0.282,-0.6,0.437,-0.309,-0.252,-2.894,0.103,0.029,0.411,3.443,0,0.176,2.273,3.696,1.906,2.762,0.534,3.212,-1.314,3.148,5.328,-2.683,4.707,0.057,0.612,1,-0.637,0.843,-0.697,0.179,1.919,0.386,0.95,2.677,1.068,0.512,-1.461,-4.323,0.53,2.085,0.827,0.5,0.27,3.323,1.573,0,-1.57,2.135,-0.399,0.19,1.18,0.72,-3.049,-0.42,0.249,-0.331,0.805,1.703,-2.155,1.783,-1.569,0.158,-2.1,-0.771,-0.457,0.802,-4.174,1.96,-2.512,0.185,-4.749,-0.824,1,-1.316,1.961,0.469,"C",-0.744,-0.412,1,-1.512,-2.64,0,-3.423,-1.091,0.774,1,-0.123,2.395,0.23,"B",0.771,0,-1.274,-0.288,0.705,2.491,0,0.942,-0.622,1.059,-0.25,2.398,0.425,-1.592,-2.018,-1.192,8.627,-1.431,3.685,-2.644,0.137,2.285,0.087,0,-2.735,"D",1.16,2.689,-1.693,-3.509,-1.789,1
31.806,0.4,1.791,2.26,1,0.403,0.393,1.607,-0.608,-0.943,2.708,-3.844,0.796,1,0.217,2.093,-1.516,3.191,-2.987,0.075,0.813,-1.199,0.376,1.68,-0.506,1.386,-2.568,-2.743,1,-1.49,1.05,2.663,-2.096,0.821,1.109,0.954,0.011,0.366,-0.614,-0.672,-1.209,-1.177,-2.841,1.437,3.2,-2.637,0.017,0.122,0,-1.845,-0.942,-1.048,1.029,1.924,3.474,0.143,-0.628,-0.206,2.01,1.066,2.196,-1.205,1.733,-0.348,0.14,-0.3,1.005,-3.441,0.854,1.375,4.741,2.532,1.175,-5.623,-2.088,0,-2.584,-1.997,0.211,"C",1.401,0.522,1,0.211,-0.611,0,-0.311,3.492,2.141,1,3.593,-0.821,-1.79,"A",0.378,0,-3.217,-1.322,-1.434,4.818,1,-2.071,0.066,-0.778,1.435,-0.982,-3.36,0.208,-1.757,1.738,1.096,1.458,0.164,1.57,1.596,0.877,2.121,0,-2.035,"C",0.353,0.263,1.299,-1.439,-0.48,1
19.434,2.2,0.257,1.149,-1.6,0.587,1.295,6.041,-0.16,-0.896,-1.624,0.844,-3.648,1,0.314,-0.344,-0.033,-1.374,-0.28,0.218,0.354,-1.882,2.253,3.055,-1.692,2.116,-2.22,2.966,1,0.03,-3.237,-0.904,-3.228,1.748,6.213,-1.379,0.485,-0.066,-1.417,1.84,-1.323,-0.283,-1.365,0.761,1.2,-3.112,0.194,0.726,0,-1.047,-1.139,-0.011,2.802,6.549,-1.547,3.537,-0.961,5.676,2.545,-0.006,1.814,1.158,-1.32,2.545,0.072,0.12,2.185,0.126,0.912,-0.812,0.271,-0.686,1.188,-1.207,-6.162,0,-0.56,-1.639,0.46,"B",-0.239,-0.714,1,0.685,-0.055,0,0.46,2.58,0.998,0,-0.197,1.832,-1.369,"C",2.875,0,1.521,-1.606,0.365,1.01,0,-0.777,-0.112,3.001,2.854,-1.311,-0.581,-2.057,0.948,2.059,-0.525,-1.114,2.422,-1.571,0.315,-0.96,0.767,0,0.668,"D",-0.638,0.859,4.239,-0.239,1.283,0
37.279,2.5,-1.37,0.226,1,0.424,-2.049,-4.107,0.456,-1.569,-0.246,0.368,1.9,1,0.368,-0.19,3.189,-0.178,-3.981,0.275,3.868,-0.969,-0.305,0.798,-0.044,1.577,0.351,-3.345,1,1.575,0.446,1.045,-2.705,-0.519,3.814,-1.984,0.007,0.425,2.463,0.01,-3.939,-2.521,-3.553,2.512,-0.9,-0.577,1.707,-0.274,0,-0.227,-1.477,0.732,-0.357,0.282,-2.771,0.774,2.803,1.665,0.423,-1.254,1.343,0.154,-2.885,3.695,-0.143,0.92,1.912,2.755,0.82,1.654,2.994,2.766,0.65,1.159,-0.811,0,2.735,-0.448,0.431,"B",-2.377,-2.797,1,4.359,0.223,0,0.578,-3.61,-3.023,0,2.565,1.042,0.832,"B",-1.132,1,1.678,-1.877,2.523,1.504,0,-2.902,-2.709,0.568,1.344,1.188,1.133,2.38,1.098,-1.965,-2.085,1.127,-1.988,-2.664,-0.358,-0.643,-1.744,0,3.045,"D",0.211,-0.791,-1.496,-3.144,-0.009,1
18.891,-0.2,-2.004,1.832,-2.5,0.481,2.898,-2.178,-2.091,5.079,1.108,1.805,-1.269,1,0.391,-4.842,2.171,1.069,-0.743,0.224,0.938,1.083,-3.701,0.401,-1.374,0.513,2.346,-0.735,1,0.49,-1.107,1.56,1.317,0.778,1.578,1.664,-0.487,2.483,1.031,0.33,-3.721,0.776,-4.021,-0.071,1.8,-4.787,0.843,0.214,0,6.155,5.165,-2.398,-0.227,-1.003,0.288,-0.372,-1.231,2.576,-1.655,-0.431,-0.378,-0.71,-0.488,2.063,0.495,5,0.505,2.201,0.094,-0.708,2.386,-1.593,1,6.147,0.411,1,-1.832,0.846,0.408,"B",1.393,2.251,0,-3.327,-2.45,1,2.194,-0.943,-3.698,1,2.579,-1.059,4.411,"B",1.65,0,-1.27,-0.214,-2.393,1.666,0,-1.235,-1.537,1.356,0.375,-0.437,-1.67,-2.14,-1.684,-1.224,3.434,-1.306,1.281,3.551,-2.431,1.439,-0.656,0,-1.14,"D",3.093,1.016,-0.052,-2.065,-0.111,1
16.547,0.7,1.467,0.206,1.8,0.558,0.731,2.581,-2.405,0.677,-2.483,-1.745,-1.195,0,0.181,0.874,-1.746,1.321,1.489,0.165,-0.818,3.186,-1.756,3.957,-3.991,1.216,-0.695,-0.608,0,-0.098,3.249,-4.104,0.595,-1.139,1.252,0.885,-0.281,-0.318,1.827,-2.934,2.843,-0.942,-2.545,-2.697,1.2,1.204,-0.024,-0.854,0,-2.515,-0.538,-1.169,-4.367,0.906,-0.607,-0.263,2.498,-3.51,0.58,-2.647,-1.244,3.163,-0.943,-2.12,1.11,2.81,-4.723,0.466,0.507,-0.819,1.509,-0.822,0.408,2.179,-2.314,1,1.122,0.02,0.297,"C",1.765,1.008,0,-0.063,5.087,0,1.915,1.23,0.975,0,0.717,1.247,0.414,"C",0.501,0,0.636,-0.734,-1.708,-1.251,0,-1.879,-1.369,-1.74,0.94,-1.296,-0.634,4.157,1.872,0.726,1.127,-3.062,-1.58,0.319,-2.607,-2.164,0.257,0,-0.735,"B",2.395,-3.138,-1.484,0.055,1.651,0
12.169,-3.5,-0.986,-0.336,0.5,0.421,2.797,0.658,-0.372,1.336,0.765,0.799,0.059,1,0.266,0.095,-1.485,0.518,0.121,0.428,0.809,0.683,2.4,0.769,0.854,0.951,2.92,-1.561,1,0.468,-1.351,1.016,2.064,1.202,2.907,1.101,-4.087,-1.316,-3.258,-0.441,-1.497,-1.514,-1.41,-1.55,-2.6,2.209,3.287,-1.8,0,-1.637,0.294,0.024,2.465,-3.338,-2.372,2.188,1.743,2.162,-2.467,-0.274,0.351,0.579,-1.35,-3.847,0.105,-2.92,0.379,1.915,0.642,2.284,-1.083,3.432,1.753,-1.351,0.079,0,-2.522,-0.127,0.203,"B",0.297,0.631,0,-2.555,-0.148,1,-0.539,2.492,-1.604,0,1.188,-0.002,2.39,"A",-1.694,1,0.574,-1.225,1.716,1.664,0,-0.856,-0.852,-1.322,-1.257,0.04,-1.142,-1.032,-1.794,1.755,1.538,-0.363,1.363,0.278,1.902,-0.748,0.066,0,1.313,"D",-0.433,-1.685,3.828,-1.611,1.592,0
9.149,-1.2,1.457,-1.121,1.8,0.468,-1.987,-2.278,-1.491,-2.423,-1.005,-0.287,1.272,0,0.117,-0.609,-1.391,2.051,1.33,0.517,-0.444,0.43,-0.661,-1.311,-2.255,0.385,-0.053,1.647,1,-1.252,2.062,-5.818,0.535,0.958,-0.746,1.328,3.321,0.144,0.77,6.991,-0.08,5.011,2.076,-0.574,-1.5,-0.291,0.214,-1.293,1,-1.449,1.732,1.723,-4.261,0.927,1.302,-2.023,-1.141,0.977,0.959,1.34,4.811,1.099,-2.36,-4.941,3.043,-1.57,1.005,-2.664,0.925,-0.655,2.076,-1.336,3.041,3.016,-0.195,0,1.98,-0.325,0.333,"C",1.472,1.127,0,-1.221,1.037,0,-2.259,0.348,0.16,0,-1.588,2.876,-2.139,"B",0.163,0,3.444,-1.41,-4.342,1.716,0,-1.544,-2.685,-0.116,1.432,4.983,-1.192,2.205,-1.218,0.216,-4.067,0.718,1.621,-0.683,-2.134,1.514,-0.921,1,1.567,"B",-1.7,-1.418,-1.469,-1.673,3.529,1
34.223,1.6,0.215,-1.063,-0.6,0.467,-0.205,1.148,-3.18,1.352,-1.719,1.484,-3.206,0,0.119,-0.424,0.115,2.817,-0.199,0.549,-1.078,-2.116,0.603,-3.569,2.663,4.077,-0.076,-0.35,1,-2.324,1.559,-0.637,0.617,-1.634,1.941,0.421,4.046,1.536,1.983,-0.593,-0.831,1.852,-0.475,1.463,2.4,-0.871,3.516,0.888,0,-0.192,2.826,2.052,-5.229,-0.248,-0.92,4.316,1.444,0.024,1.152,1.248,-0.053,5.211,0.417,1.575,-0.969,2.91,0.717,-0.793,0.592,-2.372,0.243,-1.298,4.002,-1.628,5.205,1,-4.552,-0.474,0.5,"B",0.149,3.8,0,-1.612,-0.385,1,-1.798,1.512,1.563,0,-0.434,0.811,-2.995,"B",-2.541,1,0.461,-2.993,-2.823,0.627,0,-1.707,1.614,-2.14,-3.26,-3.519,-1.557,1.208,-0.184,0.778,2.158,0.852,-2.28,-1.797,-1.396,-1.591,-2.371,1,2.037,"B",-1.833,2.667,-1.689,4.001,4.857,1
19.393,0.3,-1.067,3.896,2.5,0.555,-5.755,-0.987,0.111,0.835,-1.227,-3.511,1.878,0,0.325,-0.911,0.199,2.969,0.708,0.485,1.339,0.865,0.969,-1.215,0.492,1.315,3.332,-2.024,1,1.268,-0.425,-3.138,-0.956,1.944,1.466,0.488,-2.64,4.721,-1.328,1.799,-2.797,-0.516,1.81,-2.349,-1,2.146,-1.017,-4.401,1,-2.217,-2.149,-1.936,0.494,-2.036,0.23,-1.396,-0.119,2.756,4.414,1.367,1.057,-1.101,3.664,-2.626,-3.501,3.17,3.043,1.679,0.262,2.212,1.839,-2.201,1.774,1.158,-0.24,0,1.01,4.701,0.467,"B",-2.5,-0.1,0,-0.444,4.098,1,-1.434,1.703,1.612,0,-0.747,-1.521,-0.835,"A",-0.269,0,1.353,-3.784,-0.108,-2.344,0,1.434,2.245,3.818,-0.279,-0.377,1.124,-0.34,-1.598,2.231,0.235,1.815,-0.293,4.56,-2.75,0.802,-0.932,0,-3.472,"B",-0.23,-1.588,-3.581,-1.271,1.098,0
-1.386,0.7,2.933,2.298,0.6,0.507,-0.672,-0.101,1.337,-0.165,0.216,3.31,-1.87,0,0.32,-0.744,2.708,0.682,3.219,0.471,-0.712,2.292,-1.908,0.2,2.404,-0.922,1.997,-2.769,0,1.497,0.479,-1.799,0.028,1.558,-0.577,1.232,2.129,0.841,-3.432,2.576,1.836,0.455,-0.312,1.949,3.2,0.913,-0.043,-4.846,0,2.725,1.256,-3.722,0.907,3.169,-1.308,-4.179,0.058,-0.921,-5.581,-3.119,-3.173,1.778,-2.157,0.285,-2.697,-0.95,-1.098,0.261,0.884,1.96,0.259,0.313,-0.782,-3.619,1.19,0,-1.204,-1.31,0.518,"B",1.286,-0.021,0,1.303,-2.817,0,-2.23,-0.014,-0.917,0,0.035,1.144,-0.551,"B",-4.367,0,-0.491,0.981,-3.338,0.558,1,0.111,2.902,-3.406,-0.057,0.381,-0.644,-1.256,3.982,3.03,-2.838,0.215,2.589,3.397,-0.822,1.647,-0.117,0,3.044,"B",2.21,-3.843,-2.432,2.004,-1.519,0
-3.059,-4.4,-1.784,1.026,1.3,0.557,3.432,-0.057,0.708,0.533,-3.358,-3.936,0.477,1,0.117,1.485,-0.811,-2.87,0.89,0.594,0.973,2.77,1.851,-0.008,0.646,-0.595,0.068,-0.742,0,-4.68,-1.023,-0.838,0.535,-3.841,-2.162,0.381,-0.115,3.054,-0.331,-2.917,-0.127,-1.637,-1.004,-1.276,2.5,-1.768,2.198,-0.004,0,0.19,0.812,-1.464,-1.178,-0.786,-0.638,-2.26,2.494,-1.935,-0.999,1.287,-4.167,-0.556,1.545,-0.444,-0.651,-2.69,-1.705,1.232,0.513,3.412,0.336,0.542,1.001,-0.445,-3.616,0,-1.084,0.355,0.41,"C",-1.223,3.78,0,1.206,-1.285,1,2.031,-3.497,2.096,0,0.259,0.007,-1.564,"A",-0.636,0,-3.607,-0.016,-2.154,-1.93,0,0.1,-2.523,0.462,-1.264,0.498,-1.397,1.135,-1.285,-0.868,-0.546,3.84,1.415,-1.275,-1.018,-2.818,-0.648,1,-0.083,"D",-1.153,-1.571,-0.956,-0.416,1.167,1
-11.384,-2.2,0.729,4.947,-1.5,0.56,0.017,0.985,1.544,4.273,-1.997,2.78,-0.318,0,0.137,1.317,2.446,0.533,-0.209,0.189,-1.184,3.267,1.19,-1.476,-0.707,-5.347,0.673,0.502,1,1.684,-3.015,3.082,1.075,-1.975,-3.22,0.536,1.46,-0.758,-0.58,-1.435,-0.085,1.21,5.213,-0.701,-2.6,0.061,3.594,-4.186,0,-1.249,-1.375,2.378,3.046,-1.052,0.226,1.443,1.931,2.52,3.829,-3.434,-0.543,-0.986,-1.602,1.39,0.559,-1.82,2.466,0.379,0.693,1.419,-1.445,-0.601,-0.075,1.682,2.106,1,1.833,1.166,0.389,"C",-0.762,1.852,1,-1.642,2.723,0,-0.115,-0.352,-1.102,0,0.479,2.374,-2.14,"B",0.448,0,5.777,-2.791,-1.235,0.221,0,-0.621,-2.438,-2.348,0.53,1.821,-0.773,-3.67,1.002,0.394,1.283,2.46,2.247,0.155,-3.875,-1.453,-0.298,0,0.514,"B",4.756,1.419,-1.315,0.421,1.23,0
37.446,3.1,-2.134,0.221,-3.2,0.445,1.99,3.534,1.132,-0.775,-0.964,1.246,-2.955,0,0.16,-1.382,1.32,-2.298,-2.608,0.59,-0.469,1.329,-0.62,3.564,0.835,-0.795,-1.284,-1.252,0,1.704,2.253,0.187,2.016,-1.235,2.312,-2.142,3.635,-5.253,1.052,-0.114,-0.45,2.705,-2.155,-1.866,4.4,1.821,1.413,0.913,0,-1.284,1.153,2.622,0.306,-4.266,-0.325,0.407,-3.674,-0.286,-0.888,2.098,0.861,0.752,0.109,-1.171,-1.849,-0.98,-3.463,-2.603,0.01,-5.968,0.313,2.897,1.843,-3.14,1.735,0,3.225,-6.351,0.592,"B",0.03,-0.847,0,3.436,1.073,1,-0.586,-2.364,2.628,0,-2.254,1.4,-2.031,"B",0.147,0,0.232,1.001,5.314,-0.268,0,-2.593,0.218,-0.581,0.228,0.191,0.94,3.537,-0.604,0.641,0.06,1.331,0.757,-1.713,0.193,1.273,2.216,0,0.304,"B",1.075,-0.74,-2.777,-0.149,2.506,1
6.04,1.5,-1.146,-1.541,-2.5,0.493,0.752,0.913,-2.841,0.823,0.684,-2.26,4.299,0,0.232,-3.054,-0.648,-0.033,-0.475,0.357,-1.657,1.238,3.155,2.091,1.901,3.037,2.5,-0.951,0,2.361,-0.12,-3.226,0.622,-3.467,-3.24,0.415,-1.413,-1.135,-0.202,-0.797,1.045,-3.551,0.034,0.518,-0.6,0.696,2.954,0.03,1,-2.016,2.649,2.264,-0.452,1.538,-1.879,1.645,3.441,-0.829,-1.417,-0.011,-0.455,3.33,1.416,1.644,1.722,2.83,1.176,3.711,0.616,-5.451,0.829,0.077,-0.733,-0.668,-1.304,0,1.698,2.412,0.233,"C",-2.983,-1.454,0,-0.008,0.649,1,0.364,-2.297,-1.642,0,1.878,0.992,1.529,"B",0.531,0,1.24,0.191,1.071,1.549,0,-3.243,-1.128,-3.995,0.356,0.176,-1.079,0.677,0.6,0.758,-4.251,0.73,0.475,1.8,0.317,-0.417,0.298,0,-0.285,"A",-0.855,-2.078,-0.028,2.691,-0.155,1
10.97,0.9,-0.275,0.691,1.4,0.464,1.891,-1.026,-2.391,-1.246,-0.656,-2.949,-1.756,0,0.399,0.609,-0.447,1.238,0.802,0.543,0.315,-2.244,1.97,4.135,-2.424,-3.366,2.278,3.056,1,0.2,-1.497,0.65,-3.02,0.54,1.127,-0.564,0.907,-0.735,0,0.1,3.088,-2.041,0.191,-2.409,-4.1,-0.609,-1.885,0.975,0,1.184,1.448,2.695,2.766,-3.094,1.67,-0.421,-1.891,3.242,-3.369,1.306,-2.376,1.093,-0.093,-0.254,-1.727,0.7,2.455,0.049,0.665,-3.05,-0.717,-1.286,1.538,1.042,-0.729,0,0.676,-0.896,0.294,"C",4.882,5.919,0,2.885,-2.297,1,-0.324,-2.103,2.432,1,0.766,-1.874,-1.114,"C",-0.763,0,3.066,-2.835,0.117,0.54,0,-1.93,-1.833,-0.394,-0.403,0.067,0.934,3.896,-1.608,2.358,-2.052,2.576,1.87,-2.191,0.496,1.826,3.524,0,1.879,"C",1.221,-1.638,-0.147,1.075,1.355,1
31.558,0.3,-1.521,-0.739,2.1,0.509,3.94,3.394,-3.192,-2.142,0.061,-0.173,2.578,0,0.297,0.645,-0.049,2.23,1.354,0.42,-0.061,1.977,-0.56,0.282,-1.879,0.77,1.019,0.383,1,-1.415,1.661,3.64,-1.819,2.718,1.342,3.98,-2.671,1.784,-2.236,-0.124,1.019,3.143,2.101,1.021,0.5,0.495,2.143,-1.615,0,-2.02,-3.025,-4.177,0.718,1.429,3.899,0.557,-0.164,-1.788,-0.027,1.061,0.805,-1.823,-3.299,-2.142,0.739,-2.48,-1.505,0.306,0.126,2.133,4.21,-0.286,3.326,0.578,-0.669,0,1.42,0.09,0.369,"B",2.241,3.581,0,-0.778,2.345,1,0.609,0.534,0.324,1,-0.223,-2.357,-1.824,"B",0.975,1,-0.453,-3.267,0.738,0.979,0,0.559,2.58,-1.49,-2.909,0.092,-2.231,0.464,0.804,-0.767,2.384,-1.146,-0.903,0.262,-0.162,3.429,0.824,1,1.011,"D",-0.948,3.307,0.595,0.647,4.635,0
43.876,-0.7,1.801,0.983,-1.7,0.594,-2.646,-3.452,0.382,2.702,-1.269,1.896,-3.317,0,0.185,-0.369,-0.481,-1.351,3.568,0.591,0.88,-1.865,3.195,-0.709,-1.697,-0.722,1.623,-3.266,1,1.753,-0.285,0.897,-2.18,0.107,1.276,-2.533,3.406,-1.685,2.206,-0.347,-4.316,-2.131,-0.724,-0.828,1.9,1.596,0.495,-0.853,0,-1.093,0.83,0.27,1.079,0.357,-1.651,-0.322,2.117,-2.155,-1.565,-3.742,-2.61,-0.956,-1.599,2.885,-1.028,0.69,1.769,-0.264,0.624,0.375,-0.47,1.848,1.973,-1.769,-0.617,0,-2.685,1.374,0.293,"B",1.958,-1.088,0,0.136,3.184,1,0.43,1.217,0.505,1,3.85,1.602,-0.536,"B",1.302,0,-4.628,2.248,0.61,-0.373,0,3.37,-0.224,-0.288,-1.709,-2.804,-0.421,-1.704,1.756,-0.927,-2.556,-2.622,-1.797,-0.073,1.13,2.313,-0.116,0,0.106,"B",1.234,-1.254,2.3,0.368,0.515,0
